,SNo,Date,StartupName,IndustryVertical,SubVertical,City,InvestorsName,InvestmentType,AmountInUSD,Remarks,yearmonth
2620,2621,15/07/2015,InstaLively.com,Live video streaming app,nan,New Delhi,"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat",Seed Funding,-999.0,nan,201507
2621,2622,15/07/2015,Roadrunnr,Hyper local logistics platform,nan,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,11000000.0,Series A,201507
2622,2623,16/07/2015,Ketto,Crowd Funding Platform,nan,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,700000.0,nan,201507
2623,2624,17/07/2015,QuikWallet,F&B sector Mobile Payment platform,nan,Mumbai,Snow Leopard Technology Ventures,Private Equity,1600000.0,Follow on Funding,201507
2624,2625,17/07/2015,Omnikart,Industrial Supplies B2B ecommerce,nan,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,100000.0,nan,201507
2625,2626,20/07/2015,Zo Rooms,Online budget hotel chain,nan,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,15000000.0,No confirmation,201507
2626,2627,20/07/2015,Innoviti,Payment Solutions platform,nan,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,4850000.0,Series A,201507
2627,2628,21/07/2015,ZenRadius,Online Hiring Platform,nan,Bangalore,"Tracxn Labs, Deepak Singh",Seed Funding,-999.0,nan,201507
2628,2629,21/07/2015,Joy by nature,Organic Food ecommerce,nan,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,1000000.0,Series A,201507
2629,2630,22/07/2015,Iqlect,Big Data & Analytics platform,nan,Bangalore,Exfinity Venture Partners,Private Equity,2000000.0,Series A,201507
2630,2631,22/07/2015,deGustibus,Fine Dining Restaurant Chain,nan,Mumbai,India Value Fund Advisors,Private Equity,30000000.0,Late Stage,201507
2631,2632,23/07/2015,Nestaway,Luxury Rental Homes,nan,Bangalore,"Flipkart, Tiger Global",Private Equity,12750000.0,Series A,201507
2632,2633,23/07/2015,Mswipe,Mobile Point of Sale payment solution,nan,nan,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,25000000.0,Series B,201507
2633,2634,23/07/2015,Myonsto,Online Grocers,nan,Ahmedabad,Jayant Bokadia,Seed Funding,320000.0,nan,201507
2634,2635,23/07/2015,iCrushiFlush,Casual Dating App,nan,Mumbai,IDG Ventures India,Seed Funding,-999.0,nan,201507
2635,2636,23/07/2015,MedGenome,Clinical Genomics Provider,nan,Bangalore,Sequoia Capital,Private Equity,20000000.0,Series B,201507
2636,2637,23/07/2015,HolidayIQ,Travel information portal,nan,Bangalore,MakeMyTrip,Private Equity,15000000.0,Strategic Investment,201507
2637,2638,23/07/2015,Fitternity,Fitness Marketplace,nan,Mumbai,Exfinity Venture Partners,Private Equity,1000000.0,Series A,201507
2638,2639,23/07/2015,Quikr,Online & Mobile classified listings,nan,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,60000000.0,Late Stage,201507
2639,2640,23/07/2015,JetSetGo,Private Jet/ Helicopter Marketplace,nan,New Delhi,YourWeCan Ventures,Seed Funding,-999.0,nan,201507
2640,2641,24/07/2015,BroEx,Real Estate Broker network App,nan,Gurgaon,Lightspeed India,Private Equity,1000000.0,Bridge round,201507
2641,2642,25/07/2015,Shopatplaces,Ethnic/ Traditional Fashion Store,nan,New Delhi,Indian Angel Network,Seed Funding,-999.0,nan,201507
2642,2643,25/07/2015,CredR,Used Bikes Marketplace,nan,Mumbai,Fidelity Growth Partners,Private Equity,15000000.0,Series A,201507
2643,2644,27/07/2015,ManageMySpa,Spa & Salon Management Software,nan,Hyderabad,Accel Partners,Private Equity,6000000.0,Series A,201507
2644,2645,27/07/2015,Townrush,B2B logistics delivery platform,nan,Bangalore,Lightspeed Venture Partners,Seed Funding,-999.0,nan,201507
2645,2646,27/07/2015,Locus,Logistics Automation Platform,nan,Bangalore,"growX ventures, Manish Singhal",Seed Funding,-999.0,nan,201507
2646,2647,27/07/2015,Bevy,Online Hiring Platform,nan,Bangalore,Varun Agarwal & Others,Seed Funding,-999.0,nan,201507
2647,2648,28/07/2015,Pepperfry,Online home d\\xc3\\xa9cor marketplace,nan,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,100000000.0,Series D,201507
2648,2649,28/07/2015,Flipkart.com,Online Marketplace,nan,Bangalore,Steadview Capital and existing investors,Private Equity,700000000.0,"Late Stage, 10th Round More here",201507
2649,2650,28/07/2015,Opinio,Hyperlocal food & grocery store,nan,Bangalore,"Accel Partners, Traxcn Labs & Others",Seed Funding,1300000.0,nan,201507
2650,2651,28/07/2015,Zoctr,Health-Tech platform,nan,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,1000000.0,nan,201507
2651,2652,29/07/2015,Zimmber,Hyperlocal Handyman Services,nan,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures, Mohandas Pai",Private Equity,2000000.0,Series A,201507
2652,2653,29/07/2015,trueHb,Medical Tech Instruments,nan,New Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,2400000.0,nan,201507
2653,2654,29/07/2015,Zovi.com / Little App,Hyperlocal Deals Marketplace,nan,Bangalore,"Paytm, SAIF Partners, Tiger Global Management & others",Private Equity,50000000.0,Series A,201507
2654,2655,29/07/2015,Swajal,Innovative Water Solutions,nan,Gurgaon,Abhishek Gupta,Private Equity,1200000.0,Series A,201507
2655,2656,30/07/2015,Pipa Bella,Online Jewelry Store,nan,Mumbai,LionRock Capital,Private Equity,600000.0,Pre-Series A,201507
2656,2657,30/07/2015,Pragmatix,Business intelligence & Analytics,nan,Mumbai,SIDBI Venture Capital Ltd,Private Equity,2400000.0,Series A,201507
2657,2658,30/07/2015,Droom.in,Used Vehicle Marketplace,nan,New Delhi,"Lightbox Ventures, Beenos",Private Equity,16000000.0,Series A,201507
2658,2659,30/07/2015,MadRat Games,Educational Board Games,nan,Bangalore,"Kunal Bahl, Rohit Bansal",Seed Funding,168000.0,nan,201507
2659,2660,30/07/2015,Noodle Play,Chinese food delivery,nan,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,168000.0,nan,201507
2660,2661,30/07/2015,Wassup,On-Demand Laundry & Dry cleaning App,nan,Chennai,B S Nagesh,Private Equity,-999.0,Pre-Series A,201507
2661,2662,30/07/2015,Cartisan,On-Demand Car services App,nan,Bangalore,"YouWeCan Ventures, Aprameya Radhakrishna",Seed Funding,-999.0,nan,201507
2662,2663,31/07/2015,LazyLad,Hyperlocal Grocery App,nan,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,500000.0,pre-Series A,201507
2663,2664,31/07/2015,TripFactory,Online Curated Holiday package bookings,nan,Bangalore,"Aarin Capital Partners,",Private Equity,-999.0,Series A,201507
2664,2665,31/07/2015,Prothom,Hasbro Toy Manufacturer,nan,Pune,Oliphabs Capital,Private Equity,2000000.0,Series A,201507
2665,2666,31/07/2015,Bona Vita,Travel Tech,nan,Gurgaon,MakeMyTrip,Private Equity,5000000.0,Strategic Investment,201507
2666,2667,01/06/2015,Vyomo,Beauty and Wellness Platform,nan,New Delhi,Aprameya Radhakrishna,Seed Funding,-999.0,nan,201506
2667,2668,01/06/2015,Veeba Foods,Healthy Food Manufacturer,nan,New Delhi,"DSG Consumer Partners, Saama Capital.",Private Equity,6000000.0,Series B,201506
2668,2669,01/06/2015,Truebil,Used Car Marketplace,nan,Mumbai,"Kae Capital, Anupam Mittal",Seed Funding,500000.0,nan,201506
2669,2670,01/06/2015,Meritnation,Online Learning Platform,nan,New Delhi,InfoEdge,Private Equity,4000000.0,Series C,201506
2670,2671,01/06/2015,Eattreatonline,Healthy Food Online Community,nan,New Delhi,Group of 15 Angel Investors,Seed Funding,350000.0,nan,201506
2671,2672,01/06/2015,CredR,Used two-wheeler Marketplace,nan,Mumbai,GrowthStory,Seed Funding,-999.0,nan,201506
2672,2673,01/06/2015,Glamrs,Online Fashion Video Portal,nan,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,1000000.0,Pre-Series A,201506
2673,2674,01/06/2015,Proviera,Probiotic Technology Products Manufacturer,nan,Chennai,Infuse Ventures,Private Equity,550000.0,nan,201506
2674,2675,01/06/2015,Arth DesignBuild,Architectural Design & Consulting,nan,Hyderabad,Srinivas Tirupati,Seed Funding,500000.0,nan,201506
2675,2676,02/06/2015,Saama,Big Data & Analytics Services,nan,Pune / US,Carrick Capital Partners,Private Equity,35000000.0,Series A,201506
2676,2677,02/06/2015,AllIzHealth,Preventive Healthcare Services,nan,Pune,Mumbai Angels & Other angel investors,Seed Funding,350000.0,nan,201506
2677,2678,02/06/2015,Karma Healthcare,Tech-enabled Rural Healthcare Services,nan,Udaipur,Ennovent Impact Investment Holding,Private Equity,-999.0,Series A,201506
2678,2679,03/06/2015,Entropy Innovations,Engineering Innovations,nan,Mumbai,Mark Mobius & 9 Other Angel investors,Seed Funding,-999.0,nan,201506
2679,2680,03/06/2015,Propstack,Real Estate Intelligence Platform,nan,Mumbai,DMG Information,Private Equity,3000000.0,Series A,201506
2680,2681,03/06/2015,MyTaxiIndia,Online Car Rental Affiliates,nan,New Delhi,Green House Ventures,Seed Funding,100000.0,nan,201506
2681,2682,03/06/2015,Arkin Net,Data Center Software platform,nan,Pune / US,Nexus Venture Partners,Private Equity,15000000.0,Series B,201506
2682,2683,03/06/2015,Little Black Book Delhi,Online City & Lifestyle Guide,nan,New Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,150000.0,nan,201506
2683,2684,03/06/2015,MyPoolin,P2P Payments platform,nan,New Delhi,"Sharad Sharma, Rajan Anandan, Sunil Kalra, Amit Ranjan, Rohan Malhotra, Arjun Malhotra, Gautam Gandhi",Seed Funding,-999.0,nan,201506
2684,2685,03/06/2015,iCustomadeit,Bespoke Merchandize Marketplace,nan,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,250000.0,nan,201506
2685,2686,03/06/2015,KAARYAH,Women Lifestyle Marketplace,nan,Gurgaon,Ratan Tata,Seed Funding,-999.0,nan,201506
2686,2687,04/06/2015,Ecom Express,Logistics Solution Provider,nan,New Delhi,Warburg Pincus,Private Equity,137000000.0,Series C,201506
2687,2688,04/06/2015,Vidooly,Video Intelligence Platform,nan,Noida,Bessemer Venture Partners,Private Equity,1000000.0,Pre-Series A,201506
2688,2689,04/06/2015,Zopper,Hyperlocal Shopping App,nan,Mumbai,"Tiger Global, Nirvana Ventures Advisors",Private Equity,20000000.0,Series C,201506
2689,2690,04/06/2015,Flipkart,eCommerce platform,nan,Bangalore,Morgan Stanley,Private Equity,50000000.0,Late Stage,201506
2690,2691,05/06/2015,kWatt Solutions,Renewable energy solutions,nan,Mumbai,nan,Seed Funding,500000.0,nan,201506
2691,2692,05/06/2015,Medwell Ventures,Healthcare\\nService provider,nan,Bangalore,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity,10000000.0,Series A,201506
2692,2693,05/06/2015,Jugnoo,Auto Rickshaw Based Services,nan,Chandigarh,"Snow Leopard, Paytm",Private Equity,5000000.0,Series A,201506
2693,2694,08/06/2015,PosterGully,Artist / Designer Marketplace,nan,New Delhi,"Natarajan Iyer,Rajesh Sawhney, & other Angel investors.",Seed Funding,-999.0,nan,201506
2694,2695,08/06/2015,Applied Solar Technologies,Off-grid Solar Power,nan,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Equity,40000000.0,Series B,201506
2695,2696,09/06/2015,Clovia,Private Label lingerie Ecommerce,nan,New Delhi,IvyCap Ventures,Private Equity,5000000.0,Series A,201506
2696,2697,09/06/2015,Swiggy,Online Food Ordering,nan,Bangalore,"Norwest Venture Partners, SAIF Partners, Accel Partners",Private Equity,16500000.0,Series B,201506
2697,2698,09/06/2015,PayMango,Mobile Commerce Platform,nan,Gurgaon,Group of Angel Investors,Seed Funding,234000.0,nan,201506
2698,2699,09/06/2015,Printland,Online Printing Services,nan,New Delhi,SIDBI Venture Capital Ltd,Private Equity,-999.0,Series A,201506
2699,2700,09/06/2015,Teritree,Digital Marketing Services,nan,Bangalore,KCL,Seed Funding,140000.0,nan,201506
2700,2701,10/06/2015,Guiddoo,Travel Guide Mobile App,nan,Mumbai,"Pawan Borle, SVP Fly Dubai & Others",Seed Funding,-999.0,nan,201506
2701,2702,10/06/2015,Voonik,Fashion Ecommerce store,nan,Bangalore,"Sequoia Capital, Seedfund",Private Equity,5000000.0,Series A,201506
2702,2703,11/06/2015,AdStringO,Mobile Compression Software,nan,Mumbai,"Arihant Patni, Vishal Khare, Viswanath Ramachandran",Seed Funding,350000.0,nan,201506
2703,2704,11/06/2015,Faircent.com,Peer to Peer Lending platform,nan,Gurgaon,M&S Partners Pte. Ltd,Seed Funding,250000.0,Pre-Series A,201506
2704,2705,12/06/2015,La Renon,Global Healthcare products,nan,Ahmedabad,Sequoia Capital,Private Equity,16000000.0,Series A,201506
2705,2706,15/06/2015,Homelane,Home Furnishing Solutions,nan,Bangalore,Sequoia Capital,Private Equity,50000000.0,Series B,201506
2706,2707,15/06/2015,iSTAR,Skill Training & Placement Platform,nan,Bangalore,Unitus Seed Fund,Private Equity,-999.0,Series A,201506
2707,2708,15/06/2015,Shippr,Intra-City Logistics service,nan,Bangalore,i2india Pvt Ltd,Seed Funding,500000.0,nan,201506
2708,2709,16/06/2015,FoodAbhi,online tiffin service aggregator,nan,Mumbai,Group of angel investors,Seed Funding,-999.0,nan,201506
2709,2710,16/06/2015,Karma Recycling,Electronic Goods recycling service,nan,Delhi,"Infuse Ventures, Low Carbon Enterprise Fund",Private Equity,-999.0,Series A,201506
2710,2711,16/06/2015,CouponRaja,Online Coupon & comparison platform,nan,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & others",Seed Funding,500000.0,nan,201506
2711,2712,17/06/2015,Babychakra,Parents & Kids Online platform,nan,Mumbai,"Mumbai Angels, Patni Family Office, Singapore Angel Network, Karan Maheshwari, Jatin Aneja, Kishor Ganji, Roopa Nath",Seed Funding,-999.0,nan,201506
2712,2713,17/06/2015,Jiffstore,Online Grocery platform,nan,Bangalore,"Unitus Seed Fund, Times Internet",Seed Funding,-999.0,additional funding round,201506
2713,2714,17/06/2015,MyDentist,Dental Clinic chain,nan,Mumbai,"LGT Group, Asian Healthcare fund, Seedfund",Private Equity,8200000.0,Series C,201506
2714,2715,18/06/2015,Moovo,On-Demand Logistics Service,nan,New Delhi,YouWeCan Ventures,Seed Funding,-999.0,nan,201506
2715,2716,18/06/2015,Fracktal Works,3D Printer Manufacturer,nan,Bangalore,Neoteric Infomatique Limited,Private Equity,3000000.0,Series A,201506
2716,2717,18/06/2015,Hansa Customer Equity,IT / Customer Engagement Consulting,nan,Mumbai,ASK Pravi,Private Equity,5000000.0,Series A,201506
2717,2718,18/06/2015,HealthifyMe,Health & Fitness App,nan,Bangalore,"Gopal Srinivasan, Sashi Reddy, Amit Gupta, Pallav Nadhani",Private Equity,-999.0,Series A,201506
2718,2719,18/06/2015,CAKART.in,Online Education Marketplace,nan,Bangalore,Sunil Maheshwari & group of investors,Seed Funding,-999.0,nan,201506
2719,2720,19/06/2015,Housejoy,Home services marketplace,nan,Bangalore,Matrix Partners,Private Equity,4000000.0,Series A,201506
2720,2721,19/06/2015,FundsIndia.com,Financial Services Platform,nan,Chennai,"Faering Capital, Foundation Capital, Inventus Capital Partners",Private Equity,11000000.0,Series C,201506
2721,2722,20/06/2015,Cupick,Social Network for Artists,nan,Bangalore,Group of Angel Investors from US/India,Seed Funding,120000.0,nan,201506
2722,2723,20/06/2015,Tracxn,Startup funding platform,nan,Bangalore,"Sachin Bansal, Bunny Bansal & other investors",Private Equity,10000000.0,Series A,201506
2723,2724,21/06/2015,Holachef,Food Delivery Platform,nan,Mumbai,"Kalaari Capital, India Quotient",Private Equity,3100000.0,Series A,201506
2724,2725,22/06/2015,elong,Data Driven recruitment recommendation,nan,Bangalore,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",Private Equity,5000000.0,Series A,201506
2725,2726,22/06/2015,Ixigo,Travel Search Engine,nan,Gurgaon,Micromax Informatics,Private Equity,-999.0,Strategic Investment,201506
2726,2727,22/06/2015,SkillAngels,Brain Games Platform,nan,Chennai,Sprout Angels LLP,Seed Funding,-999.0,nan,201506
2727,2728,22/06/2015,Vidgyor,Video Advertisement Platform,nan,Bangalore,AngelPrime,Seed Funding,500000.0,nan,201506
2728,2729,22/06/2015,Banihal,Algorithmic Match Making Platform,nan,New Delhi / California,Dr David Cheriton,Seed Funding,-999.0,nan,201506
2729,2730,23/06/2015,Goodservice,Mobile Chat based concierge service,nan,New Delhi,Sequoia Capital,Private Equity,1600000.0,Series A,201506
2730,2731,23/06/2015,Treebo,Online Budget Hotel Booking Service,nan,Bangalore,"Matrix Partners India, SAIF Partners",Private Equity,6000000.0,Series A,201506
2731,2732,23/06/2015,EduKart,Online education marketplace,nan,New Delhi,"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Private Equity,1000000.0,Series A,201506
2732,2733,23/06/2015,Healthians.com,Preventive healthcare services,nan,Hyderabad,YouWeCan Ventures,Seed Funding,-999.0,nan,201506
2733,2734,24/06/2015,LabInApp,Science Learning App,nan,Bangalore,Unitus Seed Fund,Seed Funding,-999.0,nan,201506
2734,2735,24/06/2015,Syona Cosmetics,Beauty and Wellness platform,nan,Chennai,Chennai Angels,Seed Funding,-999.0,nan,201506
2735,2736,24/06/2015,Sigrid Education,Online Education Platform,nan,Noida,Oliphans Capital,Seed Funding,-999.0,nan,201506
2736,2737,24/06/2015,Indix,SaaS product intelligence platform,nan,nan,"Nokia Growth Partners, Nexus Venture Partners, Avalon Ventures",Private Equity,15000000.0,Series C,201506
2737,2738,24/06/2015,The Porter,Logistics Tech,nan,Mumbai,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon",Private Equity,5500000.0,Series A,201506
2738,2739,24/06/2015,Retention.ai,App Analytics platform,nan,Bangalore,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others",Seed Funding,500000.0,nan,201506
2739,2740,25/06/2015,Fusion Microfinance,Micro Finance Platform,nan,New Delhi,"Development finance institution Belgian Investment Company, Oikocredit",Private Equity,8600000.0,Series C,201506
2740,2741,25/06/2015,Zinka,Freight logistics platform,nan,Bangalore,"Accel Partners, Flipkart",Private Equity,6000000.0,Series A,201506
2741,2742,26/06/2015,CreditMantri,Credit Management Services,nan,Chennai,"IDG Ventures India, Elevar Equity, Accion Venture Lab",Private Equity,2500000.0,Series A,201506
2742,2743,26/06/2015,GetMyPeon,Hyperlocal Handyman Services,nan,Mumbai,Undisclosed investors,Seed Funding,250000.0,nan,201506
2743,2744,29/06/2015,UrbanClap,Hyperlocal services marketplace,nan,New Delhi,"SAIF Partners, Accel Partners",Private Equity,10000000.0,Series A,201506
2744,2745,29/06/2015,StayGlad,Beauty services Mobile Marketplace,nan,Bangalore,"Tracxn Labs, Sahil Barua",Seed Funding,-999.0,nan,201506
2745,2746,29/06/2015,AdWyze,Marketing / Advertising Automation platform,nan,Bangalore,Mape Advisory,Seed Funding,1000000.0,nan,201506
2746,2747,29/06/2015,Zimmber,Hyperlocal Handyman Services,nan,Mumbai,"Naveen Tiwari, Mohit Saxena, Amit Gupta, Piyush Shah, Manish Dugar",Seed Funding,400000.0,nan,201506
2747,2748,30/06/2015,Buttercups,Online Lingerie platform,nan,Bangalore,"Kanwaljit Singh, Angie Mahtaney, Manoj Varghese",Seed Funding,-999.0,nan,201506
2748,2749,30/06/2015,RailYatri,Railways Information Mobile app,nan,Bangalore,"Helion Ventures, Omidiyar Network, Blume Ventures and Ujama",Private Equity,-999.0,Pre-Series A,201506
